Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,City,last_updated,Measure Display,parent_metro_region,Period Begin,Period End,State,Table Id,Worksheet Filter,active_listings,active_listings_mom,active_listings_yoy,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,property_type_id,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy
"Washington, DC metro area",March 2020,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",3/1/2020,3/31/2020,,47894,Value,18470,0.143582441,-0.080362478,1.000334873,0.6%,0.6%,6100,35.5%,5.4%,11270,11.5%,-10.8%,27,-11,-6,219.029674988,-0.012007681,0.044917850,459000,0.020226717,0.045314021,217.352581280,0.014938878,0.052682516,$435K,4.3%,7.1%,1.8,-0.4,-0.4,8491,29.2%,-3.7%,1,0.542526837,-0.000698969,-0.002329130,47894,6055,0.302150538,-0.003292181,30,0.174889086,0.017785802,-0.027405218,-1,-2,0.406885246,0.077327174,0.090886628
"Boston, MA metro area",February 2020,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",2/1/2020,2/29/2020,,14454,Value,10342,0.148218053,-0.009102232,0.988715315,0.3%,0.5%,2364,-21.0%,-2.5%,6735,12.3%,-1.0%,49,8,10,305.694169960,-0.000999445,0.058707910,575000,0.074766355,0.095238095,286.728990752,0.034104557,0.097896705,$495K,-2.0%,9.0%,2.8,0.8,0,4386,35.7%,13.7%,1,0.333824071,0.022129068,-0.238124928,14454,2717,0.399793921,-0.010200364,30,0.144469191,-0.033089996,-0.055001631,-1,-2,0.290609137,0.012386024,0.020506044
"Philadelphia, PA metro area",November 2016,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",11/1/2016,11/30/2016,,37964,Value,11348,-0.053702468,-0.135982945,0.956669901,-0.5%,0.8%,1999,-0.1%,26.4%,8960,-5.2%,-15.9%,49,1,-6,124.925356506,-0.047882181,0.100076522,169900,-0.056111111,0.125911199,125.204582651,0.024166489,0.140074249,$172K,1.2%,13.2%,4.5,-0.2,-2.2,2088,-20.5%,-7.7%,1,0.279690794,-0.078285860,-0.012234672,37964,1423,-0.077172503,0.104813665,30,0.191517857,-0.022745184,0.019252892,-1,-2,0.153576788,-0.008261373,0.028339597
"Seattle, WA metro area",December 2013,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",12/1/2013,12/31/2013,,42644,Value,9608,-0.161386052,0.094180617,0.991564927,-0.3%,0.2%,3139,4.8%,1.4%,6925,-11.7%,9.6%,34,8,-3,177.131782946,-0.039635868,0.113399779,305000,-0.075617518,0.042792084,187.452239301,-0.020912486,0.151442403,$350K,1.6%,12.9%,2.2,-0.4,0.2,1794,-30.1%,0.4%,1,0.360806916,-0.036860957,-0.094810712,42644,1735,-0.302372336,0.076970826,30,0.201010830,-0.059409820,0.061682141,-1,-2,0.259318254,-0.035604925,-0.030733425
"Seattle, WA metro area",August 2016,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",8/1/2016,8/31/2016,,42644,Value,11979,0.010459722,0.004949664,1.014571281,-0.6%,0.7%,5301,3.7%,12.8%,6614,-0.5%,-8.4%,10,2,-4,240.090600227,-0.019419443,0.087930219,425000,-0.033431885,0.062632829,248.995159305,-0.003863716,0.112762319,$450K,0.0%,9.0%,1.2,-0.1,-0.3,5370,-8.2%,11.8%,1,0.603042596,-0.015535291,0.022739201,42644,4930,0.013152487,0.187093667,30,0.315089205,0.039050674,0.024587959,-1,-2,0.459158649,-0.055317094,0.073675465
"Seattle, WA metro area",April 2018,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",4/1/2018,4/30/2018,,42644,Value,8387,0.098493779,0.022306192,1.046009864,0.6%,0.2%,4162,11.0%,10.3%,3838,26.0%,7.8%,7,0,0,306.353179317,-0.001286638,0.143718536,575000,0,0.150115012,320.721278832,0.055154030,0.168419728,$580K,3.6%,15.2%,0.9,0.1,0,5356,3.5%,8.3%,1,0.804506145,-0.026799800,-0.010847024,42644,4394,0.008492082,-0.002044061,30,0.196977592,0.019425902,0.032697896,-1,-2,0.635992311,0.043883540,0.016061222
"Los Angeles, CA metro area",October 2014,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",10/1/2014,10/31/2014,,31084,Value,25733,0.035408200,0.168088970,0.990363455,-0.1%,-1.0%,6429,6.6%,-3.8%,17699,-2.0%,23.8%,37,7,15,326.519393617,0.000455422,0.077609558,489900,0.003893443,0.089877642,325.629196402,0.016891176,0.107691182,$475K,1.1%,8.6%,2.8,-0.2,0.7,7839,2.9%,2.0%,1,0.343093466,-0.024996245,-0.079816077,31084,6045,0.189258312,-0.060460056,30,0.261201198,0.006994866,-0.008301356,-1,-2,0.311090372,-0.009970988,-0.099979187
"Washington, DC metro area",May 2015,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",5/1/2015,5/31/2015,,47894,Value,28445,0.065994604,0.126579270,0.989929291,0.0%,-0.2%,6340,9.8%,5.3%,20312,8.1%,18.1%,20,-7,1,196.601808176,-0.004615937,-0.005591300,395000,-0.012253063,0,199.091127770,0.031727302,-0.003227134,$385K,4.1%,2.7%,3.2,-0.100000000,0.3,9961,-8.3%,2.4%,1,0.483823958,-0.073868350,-0.026962201,47894,6862,0.055692308,-0.006515130,30,0.280031508,0.030350725,-0.006546766,-1,-2,0.259621451,0.004512341,-0.011505894
"Washington, DC metro area",October 2015,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",10/1/2015,10/31/2015,,47894,Value,26864,-0.016475068,0.035141800,0.985663796,-0.1%,0.1%,5234,-7.3%,2.7%,19493,-4.5%,2.4%,42,2,2,197.212257563,-0.016335601,0.006722607,369900,-0.038721414,-0.000255409,188.096788670,0.012700975,-0.017782082,$355K,1.4%,-0.2%,3.7,0.1,0,6702,-7.3%,5.5%,1,0.375206612,-0.028800066,-1.040231864e-05,47894,4840,0.010016694,0.050347222,30,0.290617145,0.007275645,-0.002209239,-1,-2,0.206916316,0.000184695,0.000872360
"Washington, DC metro area",July 2019,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",7/1/2019,7/31/2019,,47894,Value,22274,-0.029159221,-0.006999242,0.996394279,-0.1%,0.3%,7465,-2.8%,0.2%,14314,-5.6%,-1.8%,28,2,9,206.899607107,-0.006754547,-0.003489789,407000,-0.030721600,0.039724103,207.367813726,-0.001325848,-0.004634494,$422K,-1.4%,4.7%,1.9,-0.1,-0.1,7201,-9.7%,-5.4%,1,0.390591806,-0.043732117,-0.077343144,47894,6590,-0.020802377,0.011046333,30,0.271412603,0.014606855,-0.094337346,-1,-2,0.319758875,-0.028152098,0.030306379
"Boston, MA metro area",July 2012,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",7/1/2012,7/31/2012,,14454,Value,28138,-0.074194716,-0.093784219,0.972367230,-0.1%,0.7%,4727,-10.3%,27.0%,22424,-7.4%,-13.5%,95,3,-3,199.524671980,-0.028690850,0.006457141,332000,-0.051157474,0.006365565,209.629675153,-0.039366926,-0.006362662,$360K,-4.0%,1.4%,4.7,0.100000000,-2.3,4284,-20.5%,-4.2%,1,0.045390071,-0.004020194,0.002917405,14454,2820,-0.101051960,0.185870479,30,0.166696397,-0.014396856,-0.040381132,-1,-2,0.184683732,0.004919115,0.049541335
"Boston, MA metro area",July 2019,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",7/1/2019,7/31/2019,,14454,Value,16634,0.007693706,0.170831280,1.001873755,-0.1%,-0.9%,5663,0.4%,-1.4%,10830,-7.9%,23.7%,15,6,6,281.631455399,-0.019928995,0.046637545,499000,-0.057868404,0.050526316,289.639806907,-0.001588200,0.020797775,$530K,0.0%,2.9%,1.9,-0.2,0.4,4918,-24.4%,-5.2%,1,0.215831663,-0.306884853,-0.277878380,14454,4990,0.180785613,0.029078160,30,0.272853186,-0.023405318,-0.039346951,-1,-2,0.433868974,-0.013923970,-0.070571214
"Philadelphia, PA metro area",January 2015,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",1/1/2015,1/31/2015,,37964,Value,12570,-0.022702535,0.092948439,0.945709664,-0.1%,0.8%,1302,-28.9%,6.4%,10266,-2.6%,7.8%,72,5,7,105.882352941,0.081758541,-0.064114987,139900,0.076982294,-0.097419355,105.46875,-0.024212786,0.027133130,$145K,-3.4%,-1.7%,7.9,2.1,0.100000000,2261,44.7%,7.5%,1,0.319630010,0.080434030,-0.031595194,37964,973,-0.022110553,0.135355893,30,0.172218975,0.032534026,0.008685733,-1,-2,0.120583717,0.008623040,0.024995482
"Seattle, WA metro area",October 2017,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",10/1/2017,10/31/2017,,42644,Value,9729,-0.063528732,-0.072279966,1.015865758,-0.3%,0.7%,4599,-2.1%,2.6%,4801,-16.1%,-16.7%,10,0,-3,288.255977496,-0.001331228,0.141137066,524990,-1.904761905e-05,0.149151800,281.538461538,0.012287179,0.138935230,$513K,0.5%,15.8%,1,-0.2,-0.3,4035,-18.9%,12.4%,1,0.568693694,-0.042936386,0.038386945,42644,4440,0.036898645,0.089570552,30,0.328056655,0.024999886,0.015025248,-1,-2,0.455751250,-0.021260244,0.037820831
 National,November 2013,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,11/1/2013,11/30/2013,U.S.,1400,Value,2337623,-0.061450530,0.026122115,0.972357250,-0.2%,0.3%,384070,-14.2%,-3.6%,1858217,-5.1%,2.2%,64,4,-9,115,-0.029237436,0.102107355,207729,-0.033976855,0.111852584,115,-0.005826578,0.100440039,$208K,-1.1%,9.8%,4.838218970,0.460817287,0.273232481,403929,-25.1%,5.1%,1,0.256559130,-0.014363623,-0.012957246,,275576,-0.147898235,0.125271407,30,0.067741903,-0.012926434,0.018502057,-1,11,0.200142986,-0.010124784,-0.002697153
 National,October 2013,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,10/1/2013,10/31/2013,U.S.,1400,Value,2490677,-0.004540646,0.018986845,0.974132503,-0.2%,0.4%,447380,-0.1%,5.9%,1958365,-1.3%,1.4%,60,3,-13,118,-0.014637538,0.112945172,215035,-0.016610162,0.123069072,116,0.002104186,0.124059194,$210K,0.2%,13.6%,4.377401683,-0.053772026,-0.190606278,539261,-3.4%,11.3%,1,0.270922753,-0.027824027,-0.026540616,,323408,-0.020556619,0.127022877,30,0.080668338,0.007874055,0.021220858,-1,11,0.210267769,-0.008663249,0.003477501
 National,July 2015,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,7/1/2015,7/31/2015,U.S.,1400,Value,2726266,0.001165210,0.022604139,0.980637347,-0.1%,0.4%,624681,-1.4%,16.8%,2056725,0.8%,-2.5%,45,0,0,132,-0.006966942,0.050699948,247612,-0.010598255,0.055719733,130,0.002271574,0.056321458,$243K,-1.1%,6.0%,3.292437144,0.071069204,-0.651423411,722827,-4.2%,7.6%,1,0.317921848,-0.020193694,0.006806290,,482058,-0.045111600,0.233800544,30,0.138114738,0.007992729,0.041995228,-1,11,0.230471592,-0.007700315,0.022702350
 National,April 2016,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,4/1/2016,4/30/2016,U.S.,1400,Value,2453271,0.042271393,-0.041013994,0.981621767,0.3%,0.3%,526509,8.2%,6.0%,1787432,4.3%,-6.9%,49,-10,-6,142,0.009567451,0.065452365,274052,0.016061097,0.073736778,132,0.024087185,0.057654419,$245K,2.6%,6.1%,3.394875079,-0.126457492,-0.472327254,773751,2.9%,-2.2%,1,0.425908418,-0.017084160,0.017421421,,499998,0.129604636,0.092350002,30,0.116679889,0.001593214,0.007251437,-1,11,0.243921046,0.020562404,0.019454440
 National,December 2016,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,12/1/2016,12/31/2016,U.S.,1400,Value,1920831,-0.111590760,-0.092527778,0.976784520,-0.1%,0.3%,497406,4.5%,1.8%,1420550,-11.5%,-11.8%,55,4,-6,134,-0.033179416,0.062854580,245043,-0.036922156,0.068564287,137,-0.012960288,0.064223215,$254K,-0.3%,6.6%,2.855914036,-0.517602938,-0.439956443,330766,-25.2%,-1.7%,1,0.285209764,-0.019020421,0.028875969,,294325,-0.171592457,0.060244778,30,0.081963723,-0.064437162,-0.011152547,-1,11,0.202161678,-0.007819811,0.010404993
 National,August 2017,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,8/1/2017,8/31/2017,U.S.,1400,Value,2358215,0.000906278,-0.061379937,0.984747667,-0.2%,0.3%,628352,6.2%,2.3%,1683279,-1.3%,-8.8%,39,3,-5,148,-0.001809980,0.056488099,273435,-0.008626033,0.053669234,147,0.003146201,0.067591643,$271K,-1.0%,5.9%,2.678876278,-0.203079726,-0.324980687,676738,-1.3%,3.0%,1,0.355516183,-0.013221958,0.023510917,,509966,0.004004554,0.062418751,30,0.145185504,0.006953135,0.004029366,-1,11,0.257431284,-0.016679762,0.018652555
 National,March 2020,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,3/1/2020,3/31/2020,U.S.,1400,Value,1893833,0.048093620,-0.109140431,0.985752769,0.5%,0.5%,505908,24.8%,3.1%,1301975,3.6%,-12.7%,43,-12,-6,170,-0.020553340,0.032982706,322950,-0.012513714,0.024424307,162,0.021397615,0.059179456,$303K,3.1%,6.9%,2.573541285,-0.526684392,-0.467181443,655343,13.4%,-7.8%,1,0.479653395,0.008743092,0.025919309,,446974,0.179560322,-0.024374507,30,0.118377394,0.002651659,-0.014082109,-1,11,0.253296597,0.036354762,0.039221244
"Chicago, IL metro area",February 2017,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",2/1/2017,2/28/2017,,16984,Value,35068,0.084186118,-0.086865951,0.967933980,0.4%,0.4%,5279,-4.9%,-2.8%,25856,7.4%,-10.6%,67,5,-4,159.9,0.080405405,0.074528000,275000,0.145833333,0.078854453,130.898876404,0.007370711,0.072757198,$209K,0.4%,10.0%,4.9,0.600000000,-0.400000000,11391,34.0%,-2.9%,1,0.513756960,0.104102688,0.042814732,16984,6106,0.327679930,0.049862448,30,0.195892636,0.003035493,-0.002108678,-1,-2,0.189808676,0.019419627,0.009480807
"Chicago, IL metro area",May 2020,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",5/1/2020,5/31/2020,,16984,Value,34254,0.088811189,-0.220135237,0.972331579,-0.5%,-0.5%,6354,-12.9%,-39.5%,23361,-4.7%,-26.4%,28,3,-2,168.045454545,0.050662363,0.029863559,293000,0.065842124,0.046802429,153.333333333,-0.037870917,-0.026731450,$265K,-3.6%,0.8%,3.7,0.3,0.7,10219,46.8%,-29.6%,1,0.489589750,0.086660722,0.068070117,16984,8117,0.524033045,-0.172157063,30,0.213561063,0.056016202,-0.078801404,-1,-2,0.165250236,-0.022960867,-0.044058730
"Boston, MA metro area",October 2016,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",10/1/2016,10/31/2016,,14454,Value,15159,-0.039049128,-0.154969619,0.992377021,-0.2%,0.5%,4068,-12.7%,-4.7%,9799,-8.3%,-18.5%,19,2,-3,249.895833333,-0.027072222,0.046660910,437900,-0.045969499,0.045107399,235.364558281,-0.027889638,0.027503721,$415K,-0.9%,6.4%,2.4,0.1,-0.4,4592,-26.2%,-12.3%,1,0.484100617,-0.079634561,0.029740944,14454,4214,0.041007905,-0.043142598,30,0.327380345,0.017297019,-0.018648761,-1,-2,0.344641101,-0.012716256,0.053638290
"Los Angeles, CA metro area",April 2013,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",4/1/2013,4/30/2013,,31084,Value,17916,0.045152258,-0.403297252,1.004952355,0.3%,2.4%,6806,3.1%,2.2%,10314,8.2%,-52.0%,17,-3,-39,297.268567033,0.042267388,0.242827152,450000,0.046755059,0.250347319,270.513976555,0.040711216,0.248228778,$405K,3.8%,28.6%,1.5,0.1,-1.7,8517,14.0%,7.6%,1,0.607063691,0.001872435,0.220388097,31084,6767,0.027170613,0.132741881,30,0.174617025,-0.013925625,-0.011567063,-1,-2,0.451366441,0.026972502,0.165888141
"Los Angeles, CA metro area",February 2015,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",2/1/2015,2/28/2015,,31084,Value,21896,0.037577596,0.122699072,0.987819260,0.4%,-0.4%,4327,-2.3%,-2.9%,15311,4.0%,17.8%,45,-4,14,342.197340798,0.018321594,0.084454482,510000,0.022044088,0.064718163,318.035426731,0.006428237,0.048507272,$471K,1.3%,8.3%,3.5,0.2,0.6,7337,-0.3%,7.1%,1,0.464696223,0.062087136,-0.038081554,31084,4872,0.095816464,-0.033333333,30,0.169681928,-0.009968958,-0.036596444,-1,-2,0.289808181,0.027446474,-0.046516701
"Los Angeles, CA metro area",October 2015,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",10/1/2015,10/31/2015,,31084,Value,24837,-0.017951050,-0.034819104,0.992895135,-0.1%,0.3%,6484,-2.8%,0.9%,16667,-4.0%,-5.8%,35,3,-2,354.703832753,-0.001547114,0.086317810,539000,0.036737834,0.100224536,345.970918665,0.015204240,0.062468975,$499K,0.0%,5.1%,2.6,0,-0.2,7614,-2.5%,-2.9%,1,0.358185279,0.000409292,0.015091814,31084,6304,0.015954875,0.042845327,30,0.239395212,0.000841967,-0.021805986,-1,-2,0.340067859,-0.028282208,0.028977488
"Los Angeles, CA metro area",December 2016,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",12/1/2016,12/31/2016,,31084,Value,21406,-0.136367304,0.085662119,0.990933712,-0.2%,0.1%,6323,4.5%,-3.9%,14696,-16.6%,11.9%,49,7,11,365.384615385,-0.018681319,0.096153846,530000,-0.036188398,0.062124248,360.465116279,-0.030915741,0.045313771,$535K,-1.8%,4.9%,2.3,-0.6,0.3,3872,-32.3%,-10.9%,1,0.213842263,-0.028700143,-0.107538880,31084,4349,-0.152076428,-0.037405932,30,0.116562330,-0.049111091,-0.029491403,-1,-2,0.343033370,-0.009742572,0.009244041
"Los Angeles, CA metro area",February 2017,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",2/1/2017,2/28/2017,,31084,Value,21542,0.015796671,-0.015762782,0.991440525,0.2%,0.2%,4548,-5.8%,1.0%,15246,1.1%,1.3%,53,0,8,388.841927303,0.015678117,0.069810151,581000,0.028318584,0.056363636,366.870483602,0.004535267,0.068429829,$540K,0.0%,7.8%,3.4,0.3,0.1,6591,-0.7%,-13.5%,1,0.390846682,0.067144304,-0.048322458,31084,4370,0.117361289,-0.135509397,30,0.137609865,-0.000140500,-0.028170866,-1,-2,0.357519789,0.031023000,0.033657414
"Los Angeles, CA metro area",January 2018,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",1/1/2018,1/31/2018,,31084,Value,19039,0.035854189,-0.102230396,0.995670439,-0.2%,0.6%,4471,-25.3%,-7.4%,13357,9.7%,-11.4%,47,2,-6,411.672403714,0.041801683,0.075312672,610000,0.079646018,0.079646018,394.947923903,-0.006448636,0.081414658,$575K,-1.7%,6.5%,3,1,-0.1,6977,94.3%,5.1%,1,0.353075171,0.111856283,0.029372793,31084,3951,-0.080949058,0.010227563,30,0.142921315,0.037429155,0.005170950,-1,-2,0.385148736,-0.014350011,0.058651947
"Los Angeles, CA metro area",March 2018,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",3/1/2018,3/31/2018,,31084,Value,22432,0.088086923,-0.070368835,1.003437835,0.4%,0.8%,6381,46.1%,-3.5%,14946,2.7%,-7.4%,36,-6,-6,419.175911252,-0.003626917,0.062759129,649000,0.014577715,0.083472454,412.059338927,0.019209254,0.100479905,$602K,1.2%,8.5%,2.3,-1,-0.1,8043,9.0%,-11.0%,1,0.348002023,-0.059550913,-0.037648201,31084,5931,0.294695481,-0.014947683,30,0.159373745,0.025646423,0.002091952,-1,-2,0.448048895,0.029321789,0.069458027
"Washington, DC metro area",July 2013,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",7/1/2013,7/31/2013,,47894,Value,21868,0.003487518,-0.026357970,0.993338625,-0.2%,0.9%,6547,-5.5%,17.9%,15098,1.7%,-7.3%,19,4,-13,186.877076412,-0.018488297,0.103126314,350500,-0.052446607,0.078461538,188.271604938,-0.024753086,0.089571841,$370K,-4.6%,8.5%,2.3,0.2,-0.6,7214,-4.5%,23.9%,1,0.504760194,-0.040388054,0.066410040,47894,5567,-0.062163073,0.221369022,30,0.234203206,0.006003085,0.012363137,-1,-2,0.295707958,-0.033822728,0.074386150
"Washington, DC metro area",September 2015,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",9/1/2015,9/30/2015,,47894,Value,27314,-0.007124682,0.036348460,0.986373893,0.0%,0.0%,5645,-7.9%,13.8%,20410,0.3%,2.7%,40,4,3,200.487338644,0.071696971,-0.014537056,384800,0.087159203,0.012898131,185.737738340,-0.025272921,-0.006394156,$350K,-4.9%,0.0%,3.6,0.3,-0.4,7231,3.9%,3.7%,1,0.404006678,0.017660825,-0.002291157,47894,4792,-0.062597809,0.047889788,30,0.283341499,0.005940536,0.000603704,-1,-2,0.206731621,-0.013604596,-0.002181466
"Chicago, IL metro area",March 2013,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",3/1/2013,3/31/2013,,16984,Value,40160,0.029558797,-0.204594969,0.962477451,0.3%,1.7%,6924,33.2%,19.9%,29947,-0.7%,-27.3%,66,-7,-34,122.658119658,0.012466402,0.032372507,199900,0.052659294,0.080540541,100.482315113,0.058431301,0.022248211,$155K,11.2%,3.0%,4.3,-1.5,-2.8,10959,13.2%,-6.5%,1,0.415913469,-0.010480583,0.050309139,16984,6749,0.254460967,0.352776107,30,0.199853074,0.008166243,-0.065605090,-1,-2,0.217793183,0.000552467,0.045671971
"Chicago, IL metro area",August 2013,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",8/1/2013,8/31/2013,,16984,Value,42901,-0.003831329,-0.119780874,0.975143130,0.0%,2.0%,10015,-1.9%,24.0%,32293,0.1%,-17.1%,38,0,-26,123,-0.038517334,0.129740630,194900,-0.058454106,0.181212121,124.888123710,0.003269156,0.144807801,$198K,-2.2%,16.3%,3.2,0,-1.6,11317,-4.9%,16.3%,1,0.359470199,-0.016776173,0.062675440,16984,7550,-0.047078127,0.336993094,30,0.249218097,0.003733976,-0.030326133,-1,-2,0.241138293,-0.006436901,0.062381174
"Chicago, IL metro area",August 2015,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",8/1/2015,8/31/2015,,16984,Value,48175,-0.023512719,0.009873386,0.968597880,-0.3%,-0.1%,9527,-11.4%,5.3%,36940,-1.9%,-1.0%,44,4,4,134.578847372,-0.038209837,0.029245217,216900,-0.056546324,0.033349214,137.777777778,-0.008000000,0.046627680,$224K,-1.8%,3.3%,3.9,0.4,-0.2,11128,-11.2%,1.4%,1,0.324916500,-0.005330790,0.003840140,16984,7485,-0.088195883,0.054522401,30,0.288332431,-0.012206760,-0.001143370,-1,-2,0.176550855,-0.016050000,-0.012288924
"Boston, MA metro area",February 2014,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",2/1/2014,2/28/2014,,14454,Value,16684,0.038143239,-0.057188065,0.976868393,-0.1%,0.8%,2040,-20.9%,-2.0%,14166,9.8%,-6.7%,114,13,-12,228.539576366,0.025672840,0.021568988,394500,0.038431166,0.052280608,207.066557108,-0.024865945,0.092440310,$340K,-7.4%,7.3%,6.9,1.9,-0.400000000,3931,21.7%,-1.5%,1,0.094320487,0.042159533,-0.004180584,14454,986,-0.265275708,0.055674518,30,0.100451786,-0.018881806,0.012590362,-1,-2,0.211274510,0.017476060,0.031553222
"Boston, MA metro area",May 2016,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",5/1/2016,5/31/2016,,14454,Value,16686,0.051749133,-0.111454284,1.000678928,0.6%,0.4%,4594,26.1%,14.5%,9949,2.4%,-17.5%,11,-5,-2,253.555622931,0.018816286,0.062725061,450000,-0.010880317,0.046755059,246.913580247,0.051139906,0.043911764,$426K,2.7%,5.2%,2.2,-0.5,-0.8,7115,1.4%,-15.0%,1,0.651282051,-0.004115782,0.023387044,14454,6045,0.129062383,0.037056099,30,0.294200422,0.059118118,0.036282996,-1,-2,0.415542011,0.044246731,0.051792323
"Boston, MA metro area",August 2018,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",8/1/2018,8/31/2018,,14454,Value,13644,-0.039628352,0.013444255,1.002440579,-0.8%,-0.2%,5985,4.2%,2.7%,8647,-1.2%,4.6%,12,3,-1,265.667134460,-0.012691260,0.046843092,465000,-0.021052632,0.068965517,277.923298373,-0.020495534,0.057580975,$501K,-2.7%,7.7%,1.4,-0.1,0,4935,-4.9%,1.2%,1,0.505111524,0.011401481,-0.037395844,14454,4304,-0.112394308,-0.024257538,30,0.301723141,-0.010476996,0.006694715,-1,-2,0.440434419,-0.064005769,0.003159664
"Boston, MA metro area",October 2019,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",10/1/2019,10/31/2019,,14454,Value,16602,0.017591174,0.058530987,0.993537967,-0.1%,-0.3%,4237,2.6%,-0.3%,10779,-5.9%,5.6%,27,0,11,297.911547912,-0.011928006,0.055872631,524900,-0.036880734,0.060404040,278.195488722,-0.004487335,0.038177948,$485K,-1.0%,3.2%,2.5,-0.3,0.1,5221,-18.9%,-4.5%,1,0.224268689,-0.047493519,-0.259299386,14454,4615,0.224787686,0.031746032,30,0.345579367,0.021177203,-0.052363826,-1,-2,0.360632523,-0.004346891,-0.026426301
"Philadelphia, PA metro area",January 2013,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",1/1/2013,1/31/2013,,37964,Value,12266,0.010795220,-0.048188097,0.933471477,-0.4%,1.2%,1263,-16.9%,21.9%,9968,-1.5%,-10.5%,77,8,-11,110.100355296,0.177333939,0.011008480,149900,0.200160128,0,100.511148467,-0.071397580,0.007432758,$135K,-10.0%,0.8%,7.9,1.2,-2.9,2429,85.4%,8.0%,1,0.357373520,0.085768582,0.019814090,37964,929,0.146913580,0.472266244,30,0.179474318,0.059466410,0.176601786,-1,-2,0.103721298,-0.019386009,0.017813963
